Date,Open,High,Low,Close,Adj Close,Volume,daily_return
2/11/1970,86.099998,87.379997,85.300003,86.940002,86.940002,12260000,0.975614425
2/12/1970,86.940002,87.540001,85.93,86.730003,86.730003,10010000,-0.241544738
2/13/1970,86.730003,87.300003,85.709999,86.540001,86.540001,11060000,-0.219072978
2/16/1970,86.540001,87.300003,85.800003,86.470001,86.470001,19780000,-0.08088745
2/17/1970,86.470001,87.080002,85.57,86.370003,86.370003,10140000,-0.115644731
2/18/1970,86.370003,88.07,86.190002,87.440002,87.440002,11950000,1.238854883
2/19/1970,87.440002,88.699997,86.940002,87.760002,87.760002,12890000,0.365965225
2/20/1970,87.760002,88.739998,86.870003,88.029999,88.029999,10790000,0.307653822
2/24/1970,88.029999,88.910004,87.279999,87.989998,87.989998,10810000,-0.045440191
2/25/1970,87.989998,89.800003,87.110001,89.349998,89.349998,13210000,1.54563022
2/26/1970,89.349998,89.629997,87.629997,88.900002,88.900002,11540000,-0.503632916
2/27/1970,88.900002,90.330002,88.419998,89.5,89.5,12890000,0.674913371
3/2/1970,89.5,90.800003,88.919998,89.709999,89.709999,12270000,0.234635754
3/3/1970,89.709999,90.669998,88.959999,90.230003,90.230003,11700000,0.57964999
3/4/1970,90.230003,91.050003,89.32,90.040001,90.040001,11850000,-0.21057519
3/5/1970,90.040001,90.989998,89.379997,90,90,11370000,-0.04442581
3/6/1970,90,90.360001,88.839996,89.440002,89.440002,10980000,-0.62222
3/9/1970,89.43,89.43,87.940002,88.510002,88.510002,9760000,-1.028735324
3/10/1970,88.510002,89.410004,87.889999,88.75,88.75,9450000,0.271153536
3/11/1970,88.75,89.580002,88.110001,88.690002,88.690002,9180000,-0.06760338
3/12/1970,88.690002,89.089996,87.68,88.330002,88.330002,9140000,-0.40590821
3/13/1970,88.330002,89.43,87.290001,87.860001,87.860001,9560000,-0.532096671
3/16/1970,87.860001,87.970001,86.389999,86.910004,86.910004,8910000,-1.081262223
3/17/1970,86.910004,87.860001,86.360001,87.290001,87.290001,9090000,0.437230448
3/18/1970,87.290001,88.279999,86.93,87.540001,87.540001,9790000,0.286401646
3/19/1970,87.540001,88.199997,86.879997,87.419998,87.419998,8930000,-0.137083617
3/20/1970,87.419998,87.769997,86.43,87.059998,87.059998,7910000,-0.411805088
3/23/1970,87.059998,87.639999,86.190002,86.989998,86.989998,7330000,-0.080404321
3/24/1970,86.989998,88.43,86.900002,87.980003,87.980003,8840000,1.13806762
3/25/1970,88.110001,91.07,88.110001,89.769997,89.769997,17500000,1.884004064
3/26/1970,89.769997,90.650002,89.18,89.919998,89.919998,11350000,0.167094803
3/30/1970,89.919998,90.410004,88.910004,89.629997,89.629997,9600000,-0.322510016
3/31/1970,89.629997,90.169998,88.849998,89.629997,89.629997,8370000,0
4/1/1970,89.629997,90.620003,89.300003,90.07,90.07,9810000,0.490910426
4/2/1970,90.07,90.699997,89.279999,89.790001,89.790001,10520000,-0.310868214
4/3/1970,89.790001,90.160004,88.809998,89.389999,89.389999,9920000,-0.445486129
4/6/1970,89.389999,89.610001,88.150002,88.760002,88.760002,8380000,-0.704773472
4/7/1970,88.760002,89.309998,87.940002,88.519997,88.519997,8490000,-0.270397696
4/8/1970,88.519997,89.089996,87.830002,88.489998,88.489998,9070000,-0.033889518
4/9/1970,88.489998,89.32,87.959999,88.529999,88.529999,9060000,0.045203979
4/10/1970,88.529999,89.139999,87.82,88.239998,88.239998,10020000,-0.327573708
4/13/1970,88.239998,88.669998,87.150002,87.639999,87.639999,8810000,-0.679962617
4/14/1970,87.639999,87.730003,86.010002,86.889999,86.889999,10840000,-0.855773629
4/15/1970,86.889999,87.709999,86.529999,86.730003,86.730003,9410000,-0.184136266
4/16/1970,86.730003,87.129997,85.510002,85.879997,85.879997,10250000,-0.980059922
4/17/1970,85.879997,86.360001,84.75,85.669998,85.669998,10990000,-0.244526091
4/20/1970,85.669998,86.360001,84.989998,85.830002,85.830002,8280000,0.186767834
4/21/1970,85.830002,86.540001,84.989998,85.379997,85.379997,8490000,-0.524298019
4/22/1970,85.379997,85.510002,83.839996,84.269997,84.269997,10780000,-1.30007032
4/23/1970,84.269997,84.300003,82.610001,83.040001,83.040001,11050000,-1.459589467
4/24/1970,83.040001,83.620003,81.959999,82.769997,82.769997,10410000,-0.325149322
4/27/1970,82.769997,83.080002,81.080002,81.459999,81.459999,10240000,-1.582696687
4/28/1970,81.459999,82.160004,79.860001,80.269997,80.269997,12620000,-1.460842149
4/29/1970,80.269997,83.230003,79.309998,81.809998,81.809998,15800000,1.918526296
4/30/1970,81.809998,82.57,80.760002,81.519997,81.519997,9880000,-0.354481123
5/1/1970,81.519997,82.32,80.269997,81.440002,81.440002,8290000,-0.098129297
5/4/1970,81.279999,81.279999,78.849998,79.370003,79.370003,11450000,-2.349896682
5/5/1970,79.370003,79.830002,78.019997,78.599998,78.599998,10580000,-0.970146114
5/6/1970,78.599998,80.910004,78.230003,79.470001,79.470001,14380000,1.106874074
5/7/1970,79.470001,80.599998,78.889999,79.830002,79.830002,9530000,0.453002385
5/8/1970,79.830002,80.150002,78.709999,79.440002,79.440002,6930000,-0.488538131
5/11/1970,79.440002,79.720001,78.290001,78.599998,78.599998,6650000,-1.057406821
5/12/1970,78.599998,79.150002,77.059998,77.849998,77.849998,10850000,-0.954198498
5/13/1970,77.75,77.75,75.919998,76.529999,76.529999,10720000,-1.569133119
5/14/1970,76.529999,76.639999,74.029999,75.440002,75.440002,13920000,-1.424274159
5/15/1970,75.440002,77.419998,74.589996,76.900002,76.900002,14570000,1.93531278
5/18/1970,76.900002,77.68,76.07,76.959999,76.959999,8280000,0.078019504
5/19/1970,76.959999,77.199997,75.209999,75.459999,75.459999,9480000,-1.949064474
5/20/1970,75.349998,75.349998,73.25,73.519997,73.519997,13020000,-2.428667616
5/21/1970,73.510002,73.510002,70.940002,72.160004,72.160004,16710000,-1.836482061
5/22/1970,72.160004,73.419998,71.419998,72.25,72.25,12170000,0.124717288
5/25/1970,72.160004,72.160004,69.919998,70.25,70.25,12660000,-2.646901184
5/26/1970,70.25,71.169998,68.610001,69.290001,69.290001,17030000,-1.366546619
5/27/1970,69.370003,73.220001,69.370003,72.769997,72.769997,17460000,4.901245283
5/28/1970,72.769997,75.440002,72.589996,74.610001,74.610001,18910000,2.528520099
5/29/1970,74.610001,76.919998,73.529999,76.550003,76.550003,14630000,2.600190288
6/1/1970,76.550003,78.400002,75.839996,77.839996,77.839996,15020000,1.685163879
6/2/1970,77.839996,78.730003,76.510002,77.839996,77.839996,13480000,0
6/3/1970,77.839996,79.220001,76.970001,78.519997,78.519997,16600000,0.873588174
6/4/1970,78.519997,79.419998,76.989998,77.360001,77.360001,14380000,-1.477325579
6/5/1970,77.360001,77.480003,75.25,76.169998,76.169998,12450000,-1.538266526
6/8/1970,76.169998,77.370003,75.300003,76.290001,76.290001,8040000,0.157546282
6/9/1970,76.290001,79.959999,75.580002,76.25,76.25,7050000,-0.052432821
6/10/1970,76.25,76.620003,74.919998,75.480003,75.480003,7240000,-1.009832131
6/11/1970,75.480003,75.519997,73.959999,74.449997,74.449997,7770000,-1.364607789
6/12/1970,74.449997,74.839996,73.25,73.879997,73.879997,8890000,-0.765614537
6/15/1970,73.879997,75.269997,73.669998,74.580002,74.580002,6920000,0.94748921
6/16/1970,74.580002,76.760002,74.209999,76.150002,76.150002,11330000,2.10512196
6/17/1970,76.150002,78.040001,75.629997,76,76,9870000,-0.196982267
6/18/1970,76,77.169998,74.989998,76.510002,76.510002,8870000,0.671055263
6/19/1970,76.510002,78.050003,76.309998,77.050003,77.050003,10980000,0.705791381
6/22/1970,77.050003,77.43,75.610001,76.639999,76.639999,8700000,-0.532127169
6/23/1970,76.639999,76.830002,74.519997,74.760002,74.760002,10790000,-2.453023257
6/24/1970,74.760002,75.419998,73.400002,73.970001,73.970001,12630000,-1.05671613
6/25/1970,73.970001,74.93,73.300003,74.019997,74.019997,8200000,0.067589562
6/26/1970,74.019997,74.68,73.089996,73.470001,73.470001,9160000,-0.743037047
6/29/1970,73.470001,73.860001,72.339996,72.889999,72.889999,8770000,-0.789440577
6/30/1970,72.889999,73.889999,72.25,72.720001,72.720001,9280000,-0.233225411
7/1/1970,72.720001,73.660004,72.110001,72.940002,72.940002,8610000,0.302531624
7/2/1970,72.940002,73.919998,72.43,72.919998,72.919998,8440000,-0.02742528
7/6/1970,72.919998,73.120003,71.379997,71.779999,71.779999,9340000,-1.563355775
7/7/1970,71.779999,72.32,70.690002,71.230003,71.230003,10470000,-0.766224586
7/8/1970,71.230003,73.300003,70.989998,73,73,10970000,2.484903728
7/9/1970,73,74.769997,72.879997,74.059998,74.059998,12820000,1.452052055
7/10/1970,74.059998,75.209999,73.489998,74.449997,74.449997,10160000,0.526598718
7/13/1970,74.449997,75.370003,73.830002,74.550003,74.550003,7450000,0.134326399
7/14/1970,74.550003,75.040001,73.779999,74.419998,74.419998,7360000,-0.174386311
7/15/1970,74.419998,75.68,74.059998,75.230003,75.230003,8860000,1.08842384
7/16/1970,75.230003,77.089996,75.120003,76.339996,76.339996,12200000,1.475465846
7/17/1970,76.370003,78.230003,76.370003,77.690002,77.690002,13870000,1.728426016
7/20/1970,77.690002,78.720001,77.040001,77.790001,77.790001,11660000,0.128715404
7/21/1970,77.790001,77.940002,76.389999,76.980003,76.980003,9940000,-1.04126236
7/22/1970,76.980003,78.199997,76.220001,77.029999,77.029999,12460000,0.064946737
7/23/1970,77.029999,78.510002,76.459999,78,78,12460000,1.259250958
7/24/1970,78,78.480003,76.959999,77.82,77.82,9520000,-0.230769231
7/27/1970,77.82,78.269997,77.07,77.650002,77.650002,7460000,-0.21845027
7/28/1970,77.650002,78.349998,76.959999,77.769997,77.769997,9040000,0.154533158
7/29/1970,77.769997,78.809998,77.279999,78.040001,78.040001,12580000,0.347182732
7/30/1970,78.040001,78.660004,77.360001,78.07,78.07,10430000,0.038440543
7/31/1970,78.07,79.029999,77.440002,78.050003,78.050003,11640000,-0.025614192
8/3/1970,78.050003,78.239998,76.559998,77.019997,77.019997,7650000,-1.319674517
8/4/1970,77.019997,77.559998,76.120003,77.190002,77.190002,8310000,0.220728391
8/5/1970,77.190002,77.860001,76.589996,77.18,77.18,7660000,-0.012957637
8/6/1970,77.18,77.68,76.389999,77.080002,77.080002,7560000,-0.129564654
8/7/1970,77.080002,78.089996,76.459999,77.279999,77.279999,9370000,0.259466781
8/10/1970,77.279999,77.400002,75.720001,76.199997,76.199997,7580000,-1.397518134
8/11/1970,76.199997,76.330002,75.160004,75.82,75.82,7330000,-0.498683747
8/12/1970,75.82,76.239998,75.040001,75.419998,75.419998,7440000,-0.527567924
8/13/1970,75.419998,75.690002,74.129997,74.760002,74.760002,8640000,-0.875094163
8/14/1970,74.760002,75.739998,74.389999,75.18,75.18,7850000,0.561795063
8/17/1970,75.18,75.790001,74.519997,75.330002,75.330002,6940000,0.19952381
8/18/1970,75.330002,76.790001,75.300003,76.199997,76.199997,9500000,1.154911691
8/19/1970,76.199997,77.580002,76.010002,76.959999,76.959999,9870000,0.997377992
8/20/1970,76.959999,77.989998,76.300003,77.839996,77.839996,10170000,1.14344726
8/21/1970,77.839996,79.599998,77.459999,79.239998,79.239998,13420000,1.798563813
8/24/1970,79.410004,81.620003,79.410004,80.989998,80.989998,18910000,1.989666189
8/25/1970,80.989998,81.809998,79.690002,81.120003,81.120003,17520000,0.160519821
8/26/1970,81.120003,82.260002,80.599998,81.209999,81.209999,15970000,0.11094181
8/27/1970,81.209999,81.910004,80.129997,81.080002,81.080002,12440000,-0.160075116
8/28/1970,81.080002,82.470001,80.690002,81.860001,81.860001,13820000,0.96201157
8/31/1970,81.860001,82.330002,80.949997,81.519997,81.519997,10740000,-0.41534815
9/1/1970,81.519997,81.800003,80.43,80.949997,80.949997,10960000,-0.699214942
9/2/1970,80.949997,81.349998,79.949997,80.959999,80.959999,9710000,0.012355776
9/3/1970,80.959999,82.629997,80.879997,82.089996,82.089996,14110000,1.3957473
9/4/1970,82.089996,83.419998,81.790001,82.830002,82.830002,15360000,0.901456981
9/8/1970,82.830002,83.690002,81.480003,83.040001,83.040001,17110000,0.253530116
9/9/1970,83.040001,83.779999,81.900002,82.790001,82.790001,16250000,-0.301059727
9/10/1970,82.790001,82.980003,81.620003,82.300003,82.300003,11900000,-0.591856497
9/11/1970,82.300003,83.190002,81.809998,82.519997,82.519997,12140000,0.267307402
9/14/1970,82.519997,83.129997,81.43,82.07,82.07,11900000,-0.54531873
9/15/1970,82.07,82.110001,80.75,81.360001,81.360001,9830000,-0.865113927
9/16/1970,81.360001,82.57,80.610001,81.790001,81.790001,12090000,0.528515234
9/17/1970,81.790001,83.089996,81.510002,82.290001,82.290001,15530000,0.61132167
9/18/1970,82.290001,83.5,81.769997,82.620003,82.620003,15900000,0.401023206
9/21/1970,82.620003,83.150002,81.519997,81.910004,81.910004,12540000,-0.859354847
9/22/1970,81.910004,82.239998,80.82,81.860001,81.860001,12110000,-0.061046267
9/23/1970,81.860001,83.150002,81.519997,81.910004,81.910004,16940000,0.061083557
9/24/1970,81.910004,82.239998,80.82,81.660004,81.660004,21340000,-0.305213024
9/25/1970,81.660004,83.599998,81.410004,82.830002,82.830002,20470000,1.432767503
9/28/1970,82.830002,84.559998,82.610001,83.910004,83.910004,14390000,1.303877791
9/29/1970,83.910004,84.57,83.110001,83.860001,83.860001,17880000,-0.059591226
9/30/1970,83.860001,84.989998,82.779999,84.300003,84.300003,14830000,0.524686376
10/1/1970,84.300003,84.699997,83.459999,84.32,84.32,9700000,0.023721233
10/2/1970,84.32,85.559998,84.059998,85.160004,85.160004,15420000,0.996209677
10/5/1970,85.160004,86.989998,85.010002,86.470001,86.470001,19760000,1.538277288
10/6/1970,86.470001,87.75,86.040001,86.849998,86.849998,20240000,0.439455297
10/7/1970,86.849998,87.470001,85.550003,86.889999,86.889999,15610000,0.046057572
10/8/1970,86.889999,87.370003,85.550003,85.949997,85.949997,14500000,-1.081829912
10/9/1970,85.949997,86.25,84.540001,85.080002,85.080002,13980000,-1.012210623
10/12/1970,85.050003,85.050003,83.580002,84.169998,84.169998,8570000,-1.034691322
10/13/1970,84.169998,84.699997,83.239998,84.059998,84.059998,9500000,-0.130687897
10/14/1970,84.059998,84.830002,83.419998,84.190002,84.190002,9920000,0.154656202
10/15/1970,84.190002,85.279999,83.82,84.650002,84.650002,11250000,0.546383168
10/16/1970,84.650002,85.209999,83.830002,84.279999,84.279999,11300000,-0.43709745
10/19/1970,84.279999,84.290001,82.809998,83.150002,83.150002,9890000,-1.340765322
10/20/1970,83.150002,84.190002,82.620003,83.639999,83.639999,10630000,0.58929283
10/21/1970,83.639999,84.720001,83.209999,83.660004,83.660004,11330000,0.023917982
10/22/1970,83.660004,84.040001,82.769997,83.379997,83.379997,9000000,-0.334696374
10/23/1970,83.379997,84.300003,82.910004,83.769997,83.769997,10270000,0.467738084
10/26/1970,83.769997,84.260002,82.889999,83.309998,83.309998,9200000,-0.549121424
10/27/1970,83.309998,83.730003,82.519997,83.120003,83.120003,9680000,-0.228057862
10/28/1970,83.120003,83.809998,82.290001,83.43,83.43,10660000,0.372951141
10/29/1970,83.43,84.099998,82.82,83.360001,83.360001,10440000,-0.083901474
10/30/1970,83.360001,83.800003,82.519997,83.25,83.25,10520000,-0.131958972
11/2/1970,83.25,83.989998,82.660004,83.510002,83.510002,9470000,0.312314715
11/3/1970,83.510002,84.769997,83.209999,84.220001,84.220001,11760000,0.850196363
11/4/1970,84.220001,85.260002,83.82,84.389999,84.389999,12180000,0.201849914
11/5/1970,84.389999,84.790001,83.529999,84.099998,84.099998,10800000,-0.343643801
11/6/1970,84.099998,84.730003,83.550003,84.220001,84.220001,9970000,0.142690848
11/9/1970,84.220001,85.269997,83.82,84.669998,84.669998,10890000,0.534311321
11/10/1970,84.669998,85.690002,84.18,84.790001,84.790001,12030000,0.14173025
11/11/1970,84.790001,86.239998,84.690002,85.029999,85.029999,13520000,0.283049885
11/12/1970,85.029999,85.540001,83.809998,84.150002,84.150002,12520000,-1.034925333
11/13/1970,84.150002,84.330002,82.919998,83.370003,83.370003,11890000,-0.926915011
11/16/1970,83.370003,83.75,82.339996,83.239998,83.239998,9160000,-0.155937382
11/17/1970,83.239998,84.169998,82.809998,83.470001,83.470001,9450000,0.276313077
11/18/1970,83.470001,83.529999,82.410004,82.790001,82.790001,9850000,-0.814663941
11/19/1970,82.790001,83.480003,82.230003,82.910004,82.910004,9280000,0.144948664
11/20/1970,82.910004,84.059998,82.489998,83.720001,83.720001,10920000,0.976959306
11/23/1970,83.720001,84.919998,83.470001,84.239998,84.239998,12720000,0.621114422
11/24/1970,84.239998,85.18,83.589996,84.779999,84.779999,12560000,0.641026843
11/25/1970,84.779999,85.699997,84.349998,85.089996,85.089996,13490000,0.365648742
11/27/1970,85.089996,86.209999,84.669998,85.93,85.93,10130000,0.987194781
11/30/1970,85.93,87.599998,85.790001,87.199997,87.199997,17700000,1.477943675
12/1/1970,87.199997,88.610001,86.110001,87.470001,87.470001,20170000,0.309637625
12/2/1970,87.470001,88.830002,86.720001,88.480003,88.480003,17960000,1.154683878
12/3/1970,88.480003,89.870003,88.110001,88.900002,88.900002,20480000,0.474682398
12/4/1970,88.900002,89.889999,88.120003,89.459999,89.459999,15980000,0.629917871
12/7/1970,89.459999,90.389999,88.760002,89.940002,89.940002,15530000,0.536556009
12/8/1970,89.940002,90.470001,88.870003,89.470001,89.470001,14370000,-0.522571703
12/9/1970,89.470001,90.029999,88.480003,89.540001,89.540001,13550000,0.078238515
12/10/1970,89.540001,90.870003,89.010002,89.919998,89.919998,14610000,0.424387978
12/11/1970,89.919998,90.93,89.440002,90.260002,90.260002,15790000,0.378118336
12/14/1970,90.260002,90.809998,89.279999,89.800003,89.800003,13810000,-0.509637702
12/15/1970,89.800003,90.32,88.93,89.660004,89.660004,13420000,-0.155900886
12/16/1970,89.660004,90.220001,88.769997,89.720001,89.720001,14240000,0.066916125
12/17/1970,89.720001,90.610001,89.309998,90.040001,90.040001,13660000,0.356665177
12/18/1970,90.040001,90.769997,89.419998,90.220001,90.220001,14360000,0.199911148
12/21/1970,90.220001,90.769997,89.360001,89.940002,89.940002,12690000,-0.31035136
12/22/1970,89.940002,90.839996,89.349998,90.040001,90.040001,14510000,0.11118412
12/23/1970,90.040001,90.860001,89.349998,90.099998,90.099998,15400000,0.066633718
12/24/1970,90.099998,91.080002,89.809998,90.610001,90.610001,12140000,0.566041078
12/28/1970,90.610001,91.489998,90.279999,91.089996,91.089996,12290000,0.52973733
12/29/1970,91.089996,92.379997,90.730003,92.080002,92.080002,17750000,1.086843829
12/30/1970,92.080002,92.989998,91.599998,92.269997,92.269997,19140000,0.206336876
12/31/1970,92.269997,92.790001,91.360001,92.150002,92.150002,13390000,-0.13004769
1/4/1971,92.150002,92.190002,90.639999,91.150002,91.150002,10010000,-1.085187171
1/5/1971,91.150002,92.279999,90.690002,91.800003,91.800003,12600000,0.713111339
1/6/1971,91.800003,93,91.5,92.349998,92.349998,16960000,0.599123074
1/7/1971,92.349998,93.260002,91.75,92.379997,92.379997,16460000,0.032484029
1/8/1971,92.379997,93.019997,91.599998,92.190002,92.190002,14100000,-0.205666818
1/11/1971,92.190002,92.669998,90.989998,91.980003,91.980003,14720000,-0.227789343
1/12/1971,91.980003,93.279999,91.629997,92.720001,92.720001,17820000,0.804520522
1/13/1971,92.720001,93.660004,91.879997,92.559998,92.559998,19070000,-0.172565788
1/14/1971,92.559998,93.360001,91.669998,92.800003,92.800003,17600000,0.259296678
1/15/1971,92.800003,93.940002,92.25,93.029999,93.029999,18010000,0.247840509
1/18/1971,93.029999,94.110001,92.629997,93.410004,93.410004,15400000,0.408475765
1/19/1971,93.410004,94.279999,92.849998,93.760002,93.760002,15800000,0.37469006
1/20/1971,93.760002,94.529999,93.07,93.779999,93.779999,18330000,0.021327858
1/21/1971,93.779999,94.690002,93.150002,94.190002,94.190002,19060000,0.437196635
1/22/1971,94.190002,95.529999,93.959999,94.879997,94.879997,21680000,0.732556519
1/25/1971,94.879997,95.93,94.160004,95.279999,95.279999,19050000,0.421587281
1/26/1971,95.279999,96.360001,94.690002,95.589996,95.589996,21380000,0.325353698
1/27/1971,95.589996,95.779999,93.959999,94.889999,94.889999,20640000,-0.732291065
1/28/1971,94.889999,95.779999,94.120003,95.209999,95.209999,18840000,0.337232589
1/29/1971,95.209999,96.489998,94.790001,95.879997,95.879997,20960000,0.703705501
2/1/1971,95.879997,97.050003,95.379997,96.419998,96.419998,20650000,0.563205066
2/2/1971,96.419998,97.190002,95.599998,96.43,96.43,22030000,0.010373367
2/3/1971,96.43,97.190002,95.580002,96.629997,96.629997,21680000,0.207401224
2/4/1971,96.629997,97.260002,95.690002,96.620003,96.620003,20860000,-0.010342544
2/5/1971,96.620003,97.580002,95.839996,96.93,96.93,20480000,0.320841431
2/8/1971,96.93,98.040001,96.129997,97.449997,97.449997,25590000,0.536466522
2/9/1971,97.449997,98.5,96.900002,97.510002,97.510002,28250000,0.061575169
2/10/1971,97.510002,97.970001,96.230003,97.389999,97.389999,19040000,-0.123067375
2/11/1971,97.389999,98.489998,96.989998,97.910004,97.910004,19260000,0.533940862
2/12/1971,97.910004,98.959999,97.559998,98.43,98.43,18470000,0.531095883
2/16/1971,98.43,99.589996,97.849998,98.660004,98.660004,21350000,0.233672661
2/17/1971,98.660004,99.32,97.32,98.199997,98.199997,18720000,-0.466254796
2/18/1971,98.199997,98.599998,96.959999,97.559998,97.559998,16650000,-0.651730162
2/19/1971,97.559998,97.790001,96.25,96.739998,96.739998,17860000,-0.840508422
2/22/1971,96.650002,96.650002,94.970001,95.720001,95.720001,15840000,-0.962235883
2/23/1971,95.720001,96.669998,94.919998,96.089996,96.089996,15080000,0.386538859
2/24/1971,96.089996,97.339996,95.860001,96.730003,96.730003,15930000,0.666049565
2/25/1971,96.730003,97.709999,96.080002,96.959999,96.959999,16200000,0.237771108
2/26/1971,96.959999,97.540001,95.839996,96.75,96.75,17250000,-0.216583129
3/1/1971,96.75,97.480003,96.110001,97,97,13020000,0.258397933
3/2/1971,97,97.599998,96.32,96.980003,96.980003,14870000,-0.020615464
3/3/1971,96.980003,97.540001,96.300003,96.949997,96.949997,14680000,-0.030940399
3/4/1971,96.949997,98.379997,96.900002,97.919998,97.919998,17350000,1.000516792
3/5/1971,97.919998,99.489998,97.82,98.959999,98.959999,22430000,1.062092546
3/8/1971,98.959999,99.440002,98.419998,99.379997,99.379997,19340000,0.424411888
3/9/1971,99.379997,100.309998,98.720001,99.459999,99.459999,20490000,0.080501109
3/10/1971,99.459999,100.099998,98.629997,99.300003,99.300003,17220000,-0.160864671
3/11/1971,99.300003,100.290001,98.57,99.389999,99.389999,19830000,0.09063041
3/12/1971,99.389999,100.089996,98.639999,99.57,99.57,14680000,0.181105747
3/15/1971,99.57,101.150002,99.120003,100.709999,100.709999,18920000,1.144922165
3/16/1971,100.709999,101.940002,100.360001,101.209999,101.209999,22270000,0.496475032
3/17/1971,101.209999,101.660004,99.980003,101.120003,101.120003,17070000,-0.088920068
3/18/1971,101.120003,102.029999,100.43,101.190002,101.190002,17910000,0.069223693
3/19/1971,101.190002,101.739998,100.349998,101.010002,101.010002,15150000,-0.177883187
3/22/1971,101.010002,101.459999,100.080002,100.620003,100.620003,14290000,-0.386099388
3/23/1971,100.620003,101.059998,99.620003,100.279999,100.279999,16470000,-0.337908954
3/24/1971,100.279999,100.629997,99.150002,99.620003,99.620003,15770000,-0.658153178
3/25/1971,99.620003,100.029999,98.360001,99.610001,99.610001,15870000,-0.010040152
3/26/1971,99.610001,100.650002,99.18,99.949997,99.949997,15560000,0.341327173
3/29/1971,99.949997,100.739998,99.360001,100.029999,100.029999,13650000,0.080042023
3/30/1971,100.029999,100.860001,99.410004,100.260002,100.260002,15430000,0.229934022
3/31/1971,100.260002,101.050003,99.690002,100.309998,100.309998,17610000,0.049866347
4/1/1971,100.309998,100.989998,99.629997,100.389999,100.389999,13470000,0.079753765
4/2/1971,100.389999,101.230003,99.860001,100.559998,100.559998,14520000,0.169338581
4/5/1971,100.559998,101.410004,99.879997,100.790001,100.790001,16040000,0.22872216
4/6/1971,100.790001,102.110001,100.300003,101.510002,101.510002,19990000,0.714357568
4/7/1971,101.510002,102.870003,101.129997,101.980003,101.980003,22270000,0.463009547
4/8/1971,101.980003,102.860001,101.300003,102.099998,102.099998,17590000,0.117665225
4/12/1971,102.099998,103.540001,101.75,102.879997,102.879997,19410000,0.763955941
4/13/1971,102.879997,103.959999,102.25,102.980003,102.980003,23200000,0.097206457
4/14/1971,102.980003,104.010002,102.279999,103.370003,103.370003,19440000,0.378714302
4/15/1971,103.370003,104.400002,102.760002,103.519997,103.519997,22540000,0.145103991
4/16/1971,103.519997,104.18,102.68,103.489998,103.489998,18280000,-0.028978942
4/19/1971,103.489998,104.629997,103.089996,104.010002,104.010002,17730000,0.502467881
4/20/1971,104.010002,104.580002,103.059998,103.610001,103.610001,17880000,-0.38457936
4/21/1971,103.610001,104.160004,102.550003,103.360001,103.360001,17040000,-0.241289448
4/22/1971,103.360001,104.269997,102.580002,103.559998,103.559998,19270000,0.193495548
4/23/1971,103.559998,104.629997,102.790001,104.050003,104.050003,20150000,0.473160496
4/26/1971,104.050003,104.830002,103.190002,103.940002,103.940002,18860000,-0.105719363
